latitude,longitude,project,city,state,priinvest,pubinvest,totinvest,jobs,tech,company_name,category,public,private
34.75,-77.4,Preventing Outages & Enhancing Grid Resilience (IIJA Sec. 40101),,North Carolina,0,42317886,42317886,0,Grid,JONES-ONSLOW ELECTRIC MEMBERSHIP CORP,All,Yes,No
34.75,-87.65,Battery Manufacturing and Recycling Grants,,Alabama,0,124609721,124609721,0,Batteries,"URBIX, INC",All - Manufacturing,Yes,No
34.77,-92.26,Energy Efficiency and Conservation Block Grant Program,,Arkansas,0,1961110,1961110,0,Other,"Environmental Quality, Arkansas Division of",All,Yes,No
34.77,-92.26,Energy Efficiency and Conservation Block Grant Program,,Arkansas,0,128080,128080,0,Other,CITY OF NORTH LITTLE ROCK,All,Yes,No
34.77,-92.26,State Energy Program Grants,,Arkansas,0,5397620,5397620,0,Other,"Environmental Quality, Arkansas Division of",All,Yes,No
34.77,-92.26,Weatherization Assistance Program,,Arkansas,0,32895998,32895998,0,Other,"Environmental Quality, Arkansas Division of",All,Yes,No
34.78,-82.4,StorEn Technology,Greenville,South Carolina,0,0,0,0,Batteries,StorEn Technology,All - Manufacturing,No,Yes
34.78,-90.29,Mullen Automotive,Robinsonville,Mississippi,0,0,0,0,Electric Vehicles,Mullen Automotive,All - Manufacturing,No,Yes
34.78,-82.5,ElringKlinger,Easley,South Carolina,40000000,0,40000000,115,Batteries,ElringKlinger,All - Manufacturing,No,Yes
34.78,-82.29,EPC Power,Mauldin,South Carolina,5000000,0,5000000,150,Solar,EPC Power,All - Manufacturing,No,Yes
34.78,-82.09,BMW,Woodruff,South Carolina,700000000,0,700000000,300,Batteries,BMW,All - Manufacturing,No,Yes
34.78,-86.5,Runergy,Huntsville,Alabama,0,0,0,350,Solar,Runergy,All - Manufacturing,No,Yes
34.84,-82.38,Energy Efficiency and Conservation Block Grant Program,,South Carolina,0,393510,393510,0,Other,"GREENVILLE, COUNTY OF",All,Yes,No
34.89,-82.2,BMW,Spartanburg,South Carolina,1000000000,0,1000000000,0,Electric Vehicles,BMW,All - Manufacturing,No,Yes
34.89,-81.9,"Ice Air, LLC",Spartanburg,South Carolina,35200000,0,35200000,0,Heat Pumps & Clean HVAC,"Ice Air, LLC",All - Manufacturing,No,Yes
34.89,-82.2,Iljin America Corp.,Greer,South Carolina,13300000,0,13300000,89,Land-Based Wind,Iljin America Corp.,All - Manufacturing,No,Yes
34.89,-82.2,Proterra,Greer,South Carolina,76000000,0,76000000,200,Batteries,Proterra,All - Manufacturing,No,Yes
34.89,-80.9,Pallidus,Rock Hill,South Carolina,443000000,0,443000000,405,Electric Vehicles,Pallidus,All - Manufacturing,No,Yes
34.9,-110.16,Energy Efficiency and Conservation Block Grant Program,,Arizona,0,78750,78750,0,Other,COUNTY OF NAVAJO,All,Yes,No
34.93,-81.02,Energy Efficiency and Conservation Block Grant Program,,South Carolina,0,133080,133080,0,Other,"Rock Hill, City of",All,Yes,No
35,-89.9,MSS Steel Tubes (Nextracker),Memphis,Tennessee,6000000,0,6000000,129,Solar,MSS Steel Tubes (Nextracker),All - Manufacturing,No,Yes
35,-85.29,Novonix,Chattanooga,Tennessee,160000000,0,160000000,290,Batteries,Novonix,All - Manufacturing,No,Yes
35,-82,American Battery Technology Company,,South Carolina,150000000,0,150000000,300,Batteries,American Battery Technology Company,All - Manufacturing,No,Yes
35,-81.29,Silfab,York County,South Carolina,152000000,0,152000000,850,Solar,Silfab,All - Manufacturing,No,Yes
35,-106.59,Ebon Solar,Albuquerque,New Mexico,953000000,0,953000000,900,Solar,Ebon Solar,All - Manufacturing,No,Yes
35,-81.9,Oshkosh Defense,Spartanburg,South Carolina,0,0,0,1000,Electric Vehicles,Oshkosh Defense,All - Manufacturing,No,Yes
35,-89.59,Amplify Cell Technologies,Byhalia,Mississippi,1900000000,0,1900000000,2000,Batteries,Amplify Cell Technologies,All - Manufacturing,No,Yes
35.04,-85.26,Preventing Outages & Enhancing Grid Resilience (IIJA Sec. 40101),,Tennessee,0,32282984,32282984,0,Grid,ELECTRIC POWER BOARD OF CHATTANOOGA,All,Yes,No
35.04,-85.26,Advanced Industrial Facilities Deployment Program,,Alabama,0,75000000,75000000,0,Other,AMERICAN CAST IRON PIPE COMPANY,All - Manufacturing,Yes,No
35.04,-85.26,Battery Material Processing Grants,,Tennessee,0,100000000,100000000,0,Batteries,NOVONIX ANODE MATERIALS LLC,All - Manufacturing,Yes,No
35.04,-85.26,Advanced Technology Vehicles Manufacturing Loans,,Tennessee,0,692049000,692049000,0,Batteries,NOVONIX Enterprise South LLC,All - Manufacturing,Yes,No
35.05,-94.63,Energy Improvement in Rural and Remote Areas,,Oklahoma,0,5000000,5000000,0,Other,Choctaw Nation of Oklahoma,All,Yes,No
35.06,-78.91,Smart Grid Investment Matching Grants Program,,North Carolina,0,11436783,11436783,0,Grid,FAYETTEVILLE PUBLIC WORKS COMMISSION,All,Yes,No
35.06,-78.91,Building Training and Assessment Centers,,North Carolina,0,900000,900000,0,Other,FAYETTEVILLE STATE UNIVERSITY,All,Yes,No
35.06,-78.91,Energy Efficiency and Conservation Block Grant Program,,North Carolina,0,245040,245040,0,Other,"Fayetteville, City Of",All,Yes,No
35.07,-106.65,Parajito Powder,Albuquerque,New Mexico,0,0,0,0,Hydrogen,Parajito Powder,All - Manufacturing,No,Yes
35.08,-80.88,Battery Manufacturing and Recycling Grants,,North Carolina,0,55243798,55243798,0,Batteries,"LI INDUSTRIES, INC.",All - Manufacturing,Yes,No
35.1,-81.7,Wanrun New Energy,Gaffney,South Carolina,168000000,0,168000000,0,Batteries,Wanrun New Energy,All - Manufacturing,No,Yes
35.1,-88.5,GE Appliances,Selmer,Tennessee,5000000,0,5000000,0,Heat Pumps & Clean HVAC,GE Appliances,All - Manufacturing,No,Yes
35.1,-106.59,Unirac,Albuquerque,New Mexico,0,0,0,13,Solar,Unirac,All - Manufacturing,No,Yes
35.1,-106.7,Array Technologies,Albuquerque,New Mexico,53000000,0,53000000,99,Solar,Array Technologies,All - Manufacturing,No,Yes
35.1,-81,"Celgard, LLC",Charlotte,North Carolina,0,0,0,100,Batteries,"Celgard, LLC",All - Manufacturing,No,Yes
35.1,-106.7,Maxeon,Albuquerque,New Mexico,1000000000,0,1000000000,1800,Solar,Maxeon,All - Manufacturing,No,Yes
35.11,-106.61,Smart Grid Investment Matching Grants Program,,New Mexico,0,35632445,35632445,0,Grid,PNM,All,Yes,No
35.11,-106.61,"Clean Hydrogen Manufacturing Recycling Research, Development, and Demonstration Program",,New Mexico,0,8450000,8450000,0,Hydrogen,"Pajarito Powder, LLC",All - Manufacturing,Yes,No
35.11,-106.61,Clean Hydrogen Electrolysis Program,,New Mexico,0,9999999,9999999,0,Hydrogen,"Pajarito Powder, LLC",All,Yes,No
35.11,-106.61,Energy Efficiency and Conservation Block Grant Program,,New Mexico,0,512750,512750,0,Other,CITY OF ALBUQUERQUE,All,Yes,No
35.11,-89.97,Energy Efficiency and Conservation Block Grant Program,,Tennessee,0,670110,670110,0,Other,SHELBY COUNTY GOVERNMENT,All,Yes,No
35.11,-89.97,Grants for EE and RE Improvements at Public School Facilities,,Tennessee,0,9514046,9514046,0,Other,SHELBY COUNTY BOARD OF EDUCATION,All,Yes,No
35.11,-106.61,Weatherization Assistance Program,,New Mexico,0,22066751,22066751,0,Other,NEW MEXICO MORTGAGE FINANCE AUTHORITY (INC),All,Yes,No
35.14,-90.04,AAON,Memphis,Tennessee,0,0,0,828,Heat Pumps & Clean HVAC,AAON,All - Manufacturing,No,Yes
35.14,33.39,Hydroelectric Efficiency Improvement Incentives,,New York,0,1184430,1184430,0,Hydroelectric,ERIE BLVD HYDRPOWER,All,Yes,No
35.19,-120.72,Civil Nuclear Credit Program,,California,0,1100520444,1100520444,0,Nuclear,PACIFIC GAS AND ELECTRIC COMPANY,All,Yes,No
35.19,-111.63,Energy Improvement in Rural and Remote Areas,,Arizona,0,4986275,4986275,0,Other,NAVAJO POWER HOME PBC,All,Yes,No
35.19,-111.63,Energy Improvement in Rural and Remote Areas,,Arizona,0,8000000,8000000,0,Other,"NATIVE RENEWABLES, INC.",All,Yes,No
35.2,-97.4,CHASM Advanced Materials,Norman,Oklahoma,0,0,0,0,Batteries,CHASM Advanced Materials,All - Manufacturing,No,Yes
35.2,-81.79,Meritor,Forest City,North Carolina,0,0,0,0,Electric Vehicles,Meritor,All - Manufacturing,No,Yes
35.2,-97.4,Johnson Controls,Norman,Oklahoma,7500000,0,7500000,0,Heat Pumps & Clean HVAC,Johnson Controls,All - Manufacturing,No,Yes
35.2,-91.79,Solar Depot,,Arkansas,0,0,0,0,Solar,Solar Depot,All - Manufacturing,No,Yes
35.2,-84.9,Duracell,Cleveland,Tennessee,25000000,0,25000000,25,Batteries,Duracell,All - Manufacturing,No,Yes
35.2,-81,Albemarle,Charlotte,North Carolina,67000000,0,67000000,100,Batteries,Albemarle,All - Manufacturing,No,Yes
35.2,-81.4,Albemarle,Kings Mountain,North Carolina,90000000,0,90000000,300,Batteries,Albemarle,All - Manufacturing,No,Yes
35.22,-80.84,Battery Manufacturing and Recycling Grants,,North Carolina,0,67075044,67075044,0,Batteries,"Albemarle U.S., Inc.",All - Manufacturing,Yes,No
35.22,-80.84,Battery Material Processing Grants,,North Carolina,0,200000000,200000000,0,Batteries,"CIRBA SOLUTIONS, LLC",All - Manufacturing,Yes,No
35.22,-80.84,Energy Efficiency and Conservation Block Grant Program,,North Carolina,0,777930,777930,0,Other,CITY OF CHARLOTTE,All,Yes,No
35.22,-80.84,Maintaining and Enhancing Hydroelectricity Incentives,,South Carolina,0,5000000,5000000,0,Hydroelectric,"DUKE ENERGY CAROLINAS, LLC",All,Yes,No
35.24,-81.34,Battery Material Processing Grants,,North Carolina,0,149658312,149658312,0,Batteries,"Albemarle U.S., Inc.",All - Manufacturing,Yes,No
35.39,-82.5,Meritor,Fletcher,North Carolina,0,0,0,0,Electric Vehicles,Meritor,All - Manufacturing,No,Yes
35.39,-80.9,Atom Power,Huntersville,North Carolina,0,0,0,0,Electric Vehicles,Atom Power,All - Manufacturing,No,Yes
35.39,-82.5,Cummins,Fletcher,North Carolina,17000000,0,17000000,40,Electric Vehicles,Cummins,All - Manufacturing,No,Yes
35.39,-94.4,Rheem,Fort Smith,Arkansas,20000000,0,20000000,100,Heat Pumps & Clean HVAC,Rheem,All - Manufacturing,No,Yes
35.39,-80.9,Atom Power,Huntersville,North Carolina,4000000,0,4000000,205,Electric Vehicles,Atom Power,All - Manufacturing,No,Yes
35.39,-89.4,Magna,Stanton,Tennessee,790000000,0,790000000,1050,Electric Vehicles,Magna,All - Manufacturing,No,Yes
35.39,-89.4,"BlueOval SK (Ford, SK On)",Stanton,Tennessee,2800000000,0,2800000000,3000,Batteries,"BlueOval SK (Ford, SK On)",All - Manufacturing,No,Yes
35.39,-89.4,Ford,Stanton,Tennessee,2800000000,0,2800000000,3000,Electric Vehicles,Ford,All - Manufacturing,No,Yes
35.4,-119.01,Four Regional Clean Direct Air Capture Hubs,,California,0,2785310,2785310,0,Fossil,Aera Federal LLC,All,Yes,No
35.4,-119.01,Industrial Research and Assessment Centers,,California,0,1469901,1469901,0,Other,KERN COMMUNITY COLLEGE DISTRICT,All - Manufacturing,Yes,No
35.4,-119.01,Energy Efficiency and Conservation Block Grant Program,,California,0,379310,379310,0,Other,CITY OF BAKERSFIELD,All,Yes,No
35.4,-80.6,Energy Efficiency and Conservation Block Grant Program,,North Carolina,0,153940,153940,0,Other,"Concord, City of",All,Yes,No
35.48,-97.53,Smart Grid Investment Matching Grants Program,,Oklahoma,0,50000000,50000000,0,Grid,OKLAHOMA GAS AND ELECTRIC COMPANY,All,Yes,No
35.48,-97.53,Energy Efficiency and Conservation Block Grant Program,,Oklahoma,0,2065790,2065790,0,Other,OKLAHOMA DEPARTMENT OF COMMERCE,All,Yes,No
35.48,-97.53,Energy Efficiency and Conservation Block Grant Program,,Oklahoma,0,612250,612250,0,Other,CITY OF OKLAHOMA CITY,All,Yes,No
35.48,-97.53,Energy Efficiency Revolving Loan Fund Capitalization Grant Program,,Oklahoma,0,7592300,7592300,0,Other,OKLAHOMA DEPARTMENT OF COMMERCE,All,Yes,No
35.48,-97.53,IRA Section 50121 Home Energy Whole House Rebates,,Oklahoma,0,1619121,1619121,0,Other,OKLAHOMA DEPARTMENT OF COMMERCE,All,Yes,No
35.48,-97.53,IRA Section 50122A High Efficiency Rebate Program States,,Oklahoma,0,1609701,1609701,0,Other,OKLAHOMA DEPARTMENT OF COMMERCE,All,Yes,No
35.48,-97.53,State Energy Program Grants,,Oklahoma,0,6568790,6568790,0,Other,OKLAHOMA DEPARTMENT OF COMMERCE,All,Yes,No
35.48,-97.53,Weatherization Assistance Program,,Oklahoma,0,42330032,42330032,0,Other,OKLAHOMA DEPARTMENT OF COMMERCE,All,Yes,No
35.49,-93.83,Smart Grid Investment Matching Grants Program,,Arkansas,0,18304363,18304363,0,Grid,ARKANSAS VALLEY ELECTRIC COOPERATIVE CORPORATION,All,Yes,No
35.49,-95.3,Grants for EE and RE Improvements at Public School Facilities,,Oklahoma,0,11400000,11400000,0,Other,WARNER SCHOOL DISTRICT I 74,All,Yes,No
35.5,-97.7,ATC Drivetrain,Oklahoma City,Oklahoma,0,0,0,0,Batteries,ATC Drivetrain,All - Manufacturing,No,Yes
35.5,-87.2,Solvay Specialty Polymers USA,Mount Pleasant,Tennessee,0,0,0,0,Batteries,Solvay Specialty Polymers USA,All - Manufacturing,No,Yes
35.5,-85,Baltimore Air Coil,Dayton,Tennessee,16500000,0,16500000,63,Heat Pumps & Clean HVAC,Baltimore Air Coil,All - Manufacturing,No,Yes
35.5,-101,Cabot,Pampa,Texas,83000000,0,83000000,75,Batteries,Cabot,All - Manufacturing,No,Yes
35.5,-100.9,Keystone Tower Systems,Pampa,Texas,0,0,0,200,Land-Based Wind,Keystone Tower Systems,All - Manufacturing,No,Yes
35.5,-97.7,Canoo,Oklahoma City,Oklahoma,160000000,0,160000000,500,Electric Vehicles,Canoo,All - Manufacturing,No,Yes
35.5,-81,Green New Energy Materials,Denver,North Carolina,140000000,0,140000000,545,Batteries,Green New Energy Materials,All - Manufacturing,No,Yes
35.58,-92.45,Grants for EE and RE Improvements at Public School Facilities,,Arkansas,0,1469602,1469602,0,Other,CLINTON PUBLIC SCHOOLS,All,Yes,No
35.59,-82.55,Energy Efficiency and Conservation Block Grant Program,,North Carolina,0,80700,80700,0,Other,"BUNCOMBE, COUNTY OF",All,Yes,No
35.6,-80.09,Solectrac Electric tractors,Denton,North Carolina,0,0,0,0,Electric Vehicles,Solectrac Electric tractors,All - Manufacturing,No,Yes
35.6,-79,VinFast,Moncure,North Carolina,2000000000,0,2000000000,0,Electric Vehicles,VinFast,All - Manufacturing,No,Yes
35.6,-77.4,Boway Alloy,Greenville,North Carolina,173000000,0,173000000,0,Solar,Boway Alloy,All - Manufacturing,No,Yes
35.6,-91.29,Gränges,Newport,Arkansas,0,0,0,43,Batteries,Gränges,All - Manufacturing,No,Yes
35.6,-87.09,Mersen,Columbia,Tennessee,25000000,0,25000000,50,Batteries,Mersen,All - Manufacturing,No,Yes
35.6,-85.9,Unitech,Morrison,Tennessee,30000000,0,30000000,75,Batteries,Unitech,All - Manufacturing,No,Yes
35.6,-86.5,Duksan Electera America,Shelbyville,Tennessee,95000000,0,95000000,101,Batteries,Duksan Electera America,All - Manufacturing,No,Yes
35.6,-89.29,Enchem,Brownsville,Tennessee,153000000,0,153000000,190,Batteries,Enchem,All - Manufacturing,No,Yes
35.6,-77.4,Boviet Solar,Greenville,North Carolina,294000000,0,294000000,908,Solar,Boviet Solar,All - Manufacturing,No,Yes
35.61,-87.04,Energy Efficiency and Conservation Block Grant Program,,Tennessee,0,76480,76480,0,Other,CITY OF COLUMBIA,All,Yes,No
35.62,-95.96,Energy Efficiency and Conservation Block Grant Program,,Oklahoma,0,42290,42290,0,Other,"Muscogee (Creek) Nation, The",All,Yes,No
35.65,-97.46,Energy Efficiency and Conservation Block Grant Program,,Oklahoma,0,146020,146020,0,Other,City Of Edmond,All,Yes,No
35.65,-78.82,Energy Efficiency and Conservation Block Grant Program,,North Carolina,0,76320,76320,0,Other,HOLLY SPRINGS FINANCE DEPARTMENT,All,Yes,No
35.66,-105.96,Energy Efficiency and Conservation Block Grant Program,,New Mexico,0,1758250,1758250,0,Other,NEW MEXICO ENERGY MINERALS & NATURAL RESOURCES DEPARTMENT,All,Yes,No
35.66,-105.96,Energy Efficiency Revolving Loan Fund Capitalization Grant Program,,New Mexico,0,5692530,5692530,0,Other,NEW MEXICO ENERGY MINERALS & NATURAL RESOURCES DEPARTMENT,All,Yes,No
35.66,-105.96,IRA Section 50121 Home Energy Whole House Rebates,,New Mexico,0,43912501,43912501,0,Other,NEW MEXICO ENERGY MINERALS & NATURAL RESOURCES DEPARTMENT,All,Yes,No
35.66,-105.96,IRA Section 50122A High Efficiency Rebate Program States,,New Mexico,0,43742970,43742970,0,Other,NEW MEXICO ENERGY MINERALS & NATURAL RESOURCES DEPARTMENT,All,Yes,No
35.66,-105.96,IRA Section 50123 State Based Contractor Training,,New Mexico,0,1533830,1533830,0,Other,NEW MEXICO ENERGY MINERALS & NATURAL RESOURCES DEPARTMENT,All,Yes,No
35.66,-105.96,State Energy Program Grants,,New Mexico,0,4397450,4397450,0,Other,NEW MEXICO ENERGY MINERALS & NATURAL RESOURCES DEPARTMENT,All,Yes,No
35.7,-95.4,Stardust Power,Muskogee,Oklahoma,0,0,0,0,Batteries,Stardust Power,All - Manufacturing,No,Yes
35.7,-95.29,CaptiveAire,Muskogee,Oklahoma,30000000,0,30000000,0,Heat Pumps & Clean HVAC,CaptiveAire,All - Manufacturing,No,Yes
35.7,-79.79,Energizer,Asheboro,North Carolina,43000000,0,43000000,178,Batteries,Energizer,All - Manufacturing,No,Yes
35.7,-80.29,Dai Nippon Printing,Linwood,North Carolina,233000000,0,233000000,352,Batteries,Dai Nippon Printing,All - Manufacturing,No,Yes
35.7,-87,"Ultium Cells (GM, LG Energy Solution)",Spring Hill,Tennessee,275000000,0,275000000,400,Batteries,"Ultium Cells (GM, LG Energy Solution)",All - Manufacturing,No,Yes
35.7,-84.4,Hanon Systems,Loudon,Tennessee,170000000,0,170000000,600,Electric Vehicles,Hanon Systems,All - Manufacturing,No,Yes
35.7,-90,Envirotech Vehicles,Osceola,Arkansas,80000000,0,80000000,800,Electric Vehicles,Envirotech Vehicles,All - Manufacturing,No,Yes
35.7,-79.5,Wolfspeed,Siler City,North Carolina,1300000000,0,1300000000,1800,Electric Vehicles,Wolfspeed,All - Manufacturing,No,Yes
35.71,-79.81,Preventing Outages & Enhancing Grid Resilience (IIJA Sec. 40101),,North Carolina,0,11481931,11481931,0,Grid,RANDOLPH ELECTRIC MEMBERSHIP CORP,All,Yes,No
35.71,-79.81,Energy Improvement in Rural and Remote Areas,,North Carolina,0,4927000,4927000,0,Other,RANDOLPH ELECTRIC MEMBERSHIP CORP,All,Yes,No
35.78,-78.79,Forge Nano,Morrisville,North Carolina,240000000,0,240000000,280,Batteries,Forge Nano,All - Manufacturing,No,Yes
35.78,-78.64,State Manufacturing Leadership,,North Carolina,0,1946320,1946320,0,Other,"COMMERCE, NORTH CAROLINA DEPARTMENT OF",All - Manufacturing,Yes,No
35.78,-78.64,Energy Efficiency and Conservation Block Grant Program,,North Carolina,0,2999170,2999170,0,Other,North Carolina Department Of Environmental Quality,All,Yes,No
35.78,-78.64,Energy Efficiency and Conservation Block Grant Program,,North Carolina,0,450390,450390,0,Other,CITY OF RALEIGH,All,Yes,No
35.78,-78.64,IRA Section 50121 Home Energy Whole House Rebates,,North Carolina,0,104705557,104705557,0,Other,North Carolina Department Of Environmental Quality,All,Yes,No
35.78,-78.64,IRA Section 50122A High Efficiency Rebate Program States,,North Carolina,0,104306840,104306840,0,Other,North Carolina Department Of Environmental Quality,All,Yes,No
35.78,-78.64,Maintaining and Enhancing Hydroelectricity Incentives,,North Carolina,0,5000000,5000000,0,Hydroelectric,"DUKE ENERGY PROGRESS, LLC",All,Yes,No
35.78,-78.64,State Energy Program Grants,,North Carolina,0,10438040,10438040,0,Other,North Carolina Department Of Environmental Quality,All,Yes,No
35.78,-78.64,Weatherization Assistance Program,,North Carolina,0,89776045,89776045,0,Other,North Carolina Department Of Environmental Quality,All,Yes,No
35.79,-86.4,McNeilus,Murfreesboro,Tennessee,50000000,0,50000000,230,Electric Vehicles,McNeilus,All - Manufacturing,No,Yes
35.83,-90.7,Energy Efficiency and Conservation Block Grant Program,,Arkansas,0,137970,137970,0,Other,"Jonesboro, City of",All,Yes,No
35.84,-84.68,Energy Solutions,Roane County,Tennessee,0,0,0,0,Nuclear,Energy Solutions,All - Manufacturing,No,Yes
35.88,-112.09,Energy Fuels,Pinyon Plain,Arizona,0,0,0,0,Nuclear,Energy Fuels,All - Manufacturing,No,Yes
35.89,-115.2,Unimacts (Nextracker),Sloan,Nevada,0,0,0,0,Solar,Unimacts (Nextracker),All - Manufacturing,No,Yes
35.89,-79.59,Fujihatsu & Toyotsu Battery Components,Liberty,North Carolina,60000000,0,60000000,133,Batteries,Fujihatsu & Toyotsu Battery Components,All - Manufacturing,No,Yes
35.89,-78.7,Eaton,Raleigh,North Carolina,0,0,0,170,Electric Vehicles,Eaton,All - Manufacturing,No,Yes
35.89,-80,Thomas Built Buses,High Point,North Carolina,0,0,0,280,Electric Vehicles,Thomas Built Buses,All - Manufacturing,No,Yes
35.89,-78.9,Kempower,Durham,North Carolina,41000000,0,41000000,601,Electric Vehicles,Kempower,All - Manufacturing,No,Yes
35.89,-77.7,Natron Energy,Rocky Mount,North Carolina,1400000000,0,1400000000,1000,Batteries,Natron Energy,All - Manufacturing,No,Yes
